Index,beta,prmc_size,ifr
212,1.6684357959115574,1600,0.08
213,1.6684357959115574,1600,0.12
214,1.6684357959115574,1600,0.16
215,1.6684357959115574,1600,0.2
216,2.5865860785222963,400,0.0
217,2.5865860785222963,400,0.04
218,2.5865860785222963,400,0.08
219,2.5865860785222963,400,0.12
220,2.5865860785222963,400,0.16
221,2.5865860785222963,400,0.2
222,2.5865860785222963,800,0.0
223,2.5865860785222963,800,0.04
224,2.5865860785222963,800,0.08
225,2.5865860785222963,800,0.12
226,2.5865860785222963,800,0.16
227,2.5865860785222963,800,0.2
228,2.5865860785222963,1200,0.0
229,2.5865860785222963,1200,0.04
230,2.5865860785222963,1200,0.08
231,2.5865860785222963,1200,0.12
232,2.5865860785222963,1200,0.16
233,2.5865860785222963,1200,0.2
234,2.5865860785222963,1600,0.0
235,2.5865860785222963,1600,0.04
236,2.5865860785222963,1600,0.08
237,2.5865860785222963,1600,0.12
238,2.5865860785222963,1600,0.16
239,2.5865860785222963,1600,0.2
